label,message
ham,Can you call me when you get a chance? Need to talk.
ham,No worries at all! See you tomorrow bright and early.
ham,"Reminder: doctor appointment at 3pm tomorrow, don't forget!"
ham,Are we still meeting for lunch tomorrow at that Italian place?
spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/½hour proof id@gmail"
ham,Can you pick up some milk on the way home? We're completely out.
ham,"Grocery list when you're at Tesco: milk, eggs, bread, butter, pasta"
ham,"Sorry I missed your call, was in a meeting all afternoon."
ham,I've got a spare ticket for the concert if you want to come?
ham,I've been searching for the right words to thank you for this breather.
ham,I've been searching for the right words to thank you for this breather.
ham,I HAVE A DATE ON SUNDAY WITH WILL!!
ham,I've got a spare ticket for the concert if you want to come?
ham,Hey! How are you doing? Haven't heard from you in a while.
ham,"Finally finished that book you recommended. You were right, it was brilliant."
ham,As I entered the house I turned on all the lights and sat on the sofa
ham,Did you catch the bus? Or are you still at home waiting for me?
ham,I'm still at the library studying. Home around 6 for dinner.
ham,The meeting has been moved to Thursday at 3pm in the boardroom.
ham,Can you pick up some milk on the way home? We're completely out.
spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min18+
ham,Just had the best coffee at this new cafe near the office.
ham,What time do you want to meet up tomorrow at the gym?
ham,That's so funny I literally can't stop laughing lol
ham,Can you send me the quarterly report by end of day? Thanks
ham,I've been searching for the right words to thank you for this breather.
ham,Hey! How are you doing? Haven't heard from you in a while.
ham,Just arrived at Heathrow. Where are you parked?
ham,I HAVE A DATE ON SUNDAY WITH WILL!!
ham,I've been searching for the right words to thank you for this breather.
ham,"Let me know when you've arrived safely, just to put my mind at rest."
spam,Had your mobile 11 months or more? U R entitled to update to the latest colour mobiles with camera for free! Call The Mobile Update Co FREE on 08002986030 T&Cs apply.
ham,That's so funny I literally can't stop laughing lol
ham,Flight landed early. See you at arrivals in 20 mins.
ham,"Sure, let me know when you're free to talk this week."
ham,"Grocery list when you're at Tesco: milk, eggs, bread, butter, pasta"
ham,Fine if that's the way u feel. That's the way its gota b
ham,Can you send me the quarterly report by end of day? Thanks
ham,I'll be at the station in 5 minutes. Can you wait by the entrance?
ham,Are we still meeting for lunch tomorrow at that Italian place?
spam,Your loan of up to £500 is pre-approved. No credit check needed. Reply YES to activate or call 0845 519 2903
ham,The restaurant was fully booked so I made a reservation for next week instead.
ham,Can you pick up some milk on the way home? We're completely out.
ham,As I entered the house I turned on all the lights and sat on the sofa
ham,"Sure, let me know when you're free to talk this week."
spam,Had your mobile 11 months or more? U R entitled to update to the latest colour mobiles with camera for free! Call The Mobile Update Co FREE on 08002986030 Reply STOP to opt out.
spam,Tones and graphics 4 ur mobile. 10p/msg wap.lwm.co.uk to see all Ó£1 to play. STOP? Text STOP to 62468. Customer service 0845 601 0790
ham,"Running a bit late, traffic is terrible. Be there in 10 mins."
ham,I finished the coding assignment. Can we review it together tomorrow?
ham,Hey! How are you doing? Haven't heard from you in a while.
ham,What time do you want to meet up tomorrow at the gym?
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k?"
ham,I finished the coding assignment. Can we review it together tomorrow?
ham,The meeting has been moved to Thursday at 3pm in the boardroom.
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k?"
ham,Dinner tonight at 7? Let me know if that still works for you.
ham,I finished the coding assignment. Can we review it together tomorrow?
ham,"Sorry I missed your call, was in a meeting all afternoon."
ham,"Package arrived safely, thank you so much for sending it."
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k?"
ham,No worries at all! See you tomorrow bright and early.
ham,How was your weekend? Did you end up going to that festival?
ham,Just arrived at Heathrow. Where are you parked?
ham,I finished the coding assignment. Can we review it together tomorrow?
ham,Can you call me when you get a chance? Need to talk.
ham,Can you help me move some furniture this Saturday? Won't take long.
spam,Your loan of up to £500 is pre-approved. No credit check needed. Reply YES to activate or call 0845 519 2903
ham,That's so funny I literally can't stop laughing lol
ham,Hey! How are you doing? Haven't heard from you in a while.
ham,Not feeling great today. Going to work from home if that's ok.
ham,Flight landed early. See you at arrivals in 20 mins.
ham,What time do you want to meet up tomorrow at the gym?
ham,Weather is gorgeous today! Fancy a quick walk at lunch?
ham,How was your weekend? Did you end up going to that festival?
spam,"Todays Voda numbers ending 7876 are selected 2 receive a £350 award. If you feel this is not 4 U, dial 150 Freephone 0800 542 0825"
spam,"URGENT! Your mobile was awarded a £2,000 prize on this week's prize draw! Tap here to claim: bit.ly/claim2000 Valid today only!"
ham,"Finally finished that book you recommended. You were right, it was brilliant."
ham,"Sorry I missed your call, was in a meeting all afternoon."
ham,Working late tonight so probably won't be back until 9.
ham,Is that seriously how you spell his name?
ham,Weather is gorgeous today! Fancy a quick walk at lunch?
ham,"I need to cancel our plans tonight, really sorry about this!"
ham,Did you watch the match last night? What a game! We won!
spam,Urgent! call 09066358361 NOW! Find out how to claim 2 free airline tickets worth £1500. Wkly comp for 150 tkts 18+. 75p/call
ham,No worries at all! See you tomorrow bright and early.
ham,"Grocery list when you're at Tesco: milk, eggs, bread, butter, pasta"
spam,"DOUBLE MINUTES DOUBLE TEXTS for 3 months for FREE from Orange today, call Mobile Upgrades FREE on 0800 073 5995 to get upgrade"
ham,I've been searching for the right words to thank you for this breather.
ham,Working late tonight so probably won't be back until 9.
spam,Claim your FREE gift now! 3 FREE text messages + Ringtone = 3 x 150p standard rate msgs. To stop receiving texts call 0845 355 5566
ham,That's so funny I literally can't stop laughing lol
ham,Flight landed early. See you at arrivals in 20 mins.
ham,I HAVE A DATE ON SUNDAY WITH WILL!!
ham,Dinner tonight at 7? Let me know if that still works for you.
spam,CLAIM YOUR FREE PRIZE! You have been randomly selected to win a Sony PlayStation 5. Call 0906 472 1234 to claim Valid today only!
ham,Flight landed early. See you at arrivals in 20 mins.
ham,What time do you want to meet up tomorrow at the gym?
ham,Can you help me move some furniture this Saturday? Won't take long.
ham,No worries at all! See you tomorrow bright and early.
ham,"Let me know when you've arrived safely, just to put my mind at rest."
spam,"URGENT! Your mobile was awarded a £2,000 prize on this week's prize draw! Tap here to claim: bit.ly/claim2000 Reply STOP to opt out."
ham,"Grocery list when you're at Tesco: milk, eggs, bread, butter, pasta"
ham,The restaurant was fully booked so I made a reservation for next week instead.
ham,Not feeling great today. Going to work from home if that's ok.
ham,No worries at all! See you tomorrow bright and early.
spam,CLAIM YOUR FREE PRIZE! You have been randomly selected to win a Sony PlayStation 5. Call 0906 472 1234 to claim
ham,Hey! How are you doing? Haven't heard from you in a while.
spam,Had your mobile 11 months or more? U R entitled to update to the latest colour mobiles with camera for free! Call The Mobile Update Co FREE on 08002986030
ham,Just checking in to see how you're getting on with the project.
ham,As I entered the house I turned on all the lights and sat on the sofa
ham,Fine if that's the way u feel. That's the way its gota b
ham,"Sure, let me know when you're free to talk this week."
ham,Can you call me when you get a chance? Need to talk.
ham,What time do you want to meet up tomorrow at the gym?
spam,Congratulations ur awarded 500 of bonus points. call customer service 09061743810 Pobox279BRISTOL18WX
ham,Weather is gorgeous today! Fancy a quick walk at lunch?
ham,"Sure, let me know when you're free to talk this week."
ham,As I entered the house I turned on all the lights and sat on the sofa
ham,"Let me know when you've arrived safely, just to put my mind at rest."
ham,Thanks for the invite but I already have plans with the family.
ham,I finished the coding assignment. Can we review it together tomorrow?
ham,Can you send me the quarterly report by end of day? Thanks
ham,That's so funny I literally can't stop laughing lol
ham,Ok lar... Joking wif u oni...
spam,"URGENT! Your mobile was awarded a £2,000 prize on this week's prize draw! Tap here to claim: bit.ly/claim2000"
ham,"Grocery list when you're at Tesco: milk, eggs, bread, butter, pasta"
spam,Urgent! call 09066358361 NOW! Find out how to claim 2 free airline tickets worth £1500. Wkly comp for 150 tkts 18+. 75p/call
ham,Are you coming to the leaving party on Friday? Should be a good night.
ham,Not feeling great today. Going to work from home if that's ok.
ham,I've got a spare ticket for the concert if you want to come?
ham,I HAVE A DATE ON SUNDAY WITH WILL!!
ham,Can you send me the quarterly report by end of day? Thanks
ham,"I need to cancel our plans tonight, really sorry about this!"
ham,Weather is gorgeous today! Fancy a quick walk at lunch?
spam,Free ringtone! Simply text CHAT to 86688 to receive 3 ringtones to your handset. Std rate applies. 3 msgs@150p. STOP STOP
ham,I'm still at the library studying. Home around 6 for dinner.
ham,Flight landed early. See you at arrivals in 20 mins.
ham,The kids absolutely loved the film. Thanks for the recommendation!
ham,Ok lar... Joking wif u oni...
ham,Can you look after my cat this weekend while I'm away visiting family?
ham,Just sent you the email with all the documents attached.
ham,That's so funny I literally can't stop laughing lol
spam,Free ringtone! Simply text CHAT to 86688 to receive 3 ringtones to your handset. Std rate applies. 3 msgs@150p. STOP STOP
ham,The kids absolutely loved the film. Thanks for the recommendation!
ham,I HAVE A DATE ON SUNDAY WITH WILL!!
ham,"Package arrived safely, thank you so much for sending it."
spam,You have been pre-approved for a personal loan of £5000. No credit checks needed. Call 0800 195 0089 today
ham,Not feeling great today. Going to work from home if that's ok.
ham,Sounds like a great plan! Really looking forward to it.
ham,Flight landed early. See you at arrivals in 20 mins.
ham,"Grocery list when you're at Tesco: milk, eggs, bread, butter, pasta"
ham,Just checking in to see how you're getting on with the project.
ham,The kids absolutely loved the film. Thanks for the recommendation!
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k?"
ham,Just sent you the email with all the documents attached.
ham,Not feeling great today. Going to work from home if that's ok.
ham,That's so funny I literally can't stop laughing lol
ham,Did you watch the match last night? What a game! We won!
ham,Can you call me when you get a chance? Need to talk.
spam,Free entry in 2 a weekly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question
ham,Can you pick up some milk on the way home? We're completely out.
ham,Did you catch the bus? Or are you still at home waiting for me?
spam,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 5/9/03 This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
ham,Just sent you the email with all the documents attached.
ham,I just got back from the gym. So tired but feel great!
spam,Tones and graphics 4 ur mobile. 10p/msg wap.lwm.co.uk to see all Ó£1 to play. STOP? Text STOP to 62468. Customer service 0845 601 0790
ham,I've got a spare ticket for the concert if you want to come?
ham,"Sure, let me know when you're free to talk this week."
ham,Hey! How are you doing? Haven't heard from you in a while.
spam,CONGRATULATIONS! Nokia 3650 video camera phone is your prize! Reply or call 08718726978 to claim!
ham,Flight landed early. See you at arrivals in 20 mins.
spam,"Todays Voda numbers ending 7876 are selected 2 receive a £350 award. If you feel this is not 4 U, dial 150 Freephone 0800 542 0825"
ham,Sounds like a great plan! Really looking forward to it.
ham,Dinner tonight at 7? Let me know if that still works for you.
ham,"Reminder: doctor appointment at 3pm tomorrow, don't forget!"
ham,"Reminder: doctor appointment at 3pm tomorrow, don't forget!"
spam,Free entry in 2 a weekly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question
ham,"Let me know when you've arrived safely, just to put my mind at rest."
ham,Not feeling great today. Going to work from home if that's ok.
ham,No worries at all! See you tomorrow bright and early.
ham,I finished the coding assignment. Can we review it together tomorrow?
ham,Weather is gorgeous today! Fancy a quick walk at lunch?
ham,I just got back from the gym. So tired but feel great!
ham,"Running a bit late, traffic is terrible. Be there in 10 mins."
ham,"Package arrived safely, thank you so much for sending it."
ham,I'm still at the library studying. Home around 6 for dinner.
ham,Dinner tonight at 7? Let me know if that still works for you.
ham,"Grocery list when you're at Tesco: milk, eggs, bread, butter, pasta"
ham,Can you send me the quarterly report by end of day? Thanks
ham,I just got back from the gym. So tired but feel great!
ham,Are you coming to the leaving party on Friday? Should be a good night.
ham,Can you send me the quarterly report by end of day? Thanks
spam,CONGRATULATIONS! Nokia 3650 video camera phone is your prize! Reply or call 08718726978 to claim!
ham,I HAVE A DATE ON SUNDAY WITH WILL!!
ham,Just had the best coffee at this new cafe near the office.
ham,Happy birthday! Hope you have an amazing day with lots of cake!
ham,Just arrived at Heathrow. Where are you parked?
ham,No worries at all! See you tomorrow bright and early.
ham,"Finally finished that book you recommended. You were right, it was brilliant."
ham,Dinner tonight at 7? Let me know if that still works for you.
ham,That's so funny I literally can't stop laughing lol
ham,Can you look after my cat this weekend while I'm away visiting family?
ham,That's so funny I literally can't stop laughing lol
ham,"I need to cancel our plans tonight, really sorry about this!"
ham,Sounds like a great plan! Really looking forward to it.
ham,Working late tonight so probably won't be back until 9.
ham,"I need to cancel our plans tonight, really sorry about this!"
ham,Did you watch the match last night? What a game! We won!
ham,Did you watch the match last night? What a game! We won!
ham,Can you look after my cat this weekend while I'm away visiting family?
ham,"Sorry I missed your call, was in a meeting all afternoon."
ham,Are you coming to the leaving party on Friday? Should be a good night.
ham,Sounds like a great plan! Really looking forward to it.
ham,Can you pick up some milk on the way home? We're completely out.
ham,The meeting has been moved to Thursday at 3pm in the boardroom.
ham,"Package arrived safely, thank you so much for sending it."
ham,The restaurant was fully booked so I made a reservation for next week instead.
ham,"Sure, let me know when you're free to talk this week."
ham,I've got a spare ticket for the concert if you want to come?
ham,"Running a bit late, traffic is terrible. Be there in 10 mins."
ham,Weather is gorgeous today! Fancy a quick walk at lunch?
spam,"Todays Voda numbers ending 7876 are selected 2 receive a £350 award. If you feel this is not 4 U, dial 150 Freephone 0800 542 0825"
ham,Can you call me when you get a chance? Need to talk.
ham,Can you help me move some furniture this Saturday? Won't take long.
ham,Just arrived at Heathrow. Where are you parked?
ham,Just had the best coffee at this new cafe near the office.
ham,The meeting has been moved to Thursday at 3pm in the boardroom.
ham,I finished the coding assignment. Can we review it together tomorrow?
ham,Just sent you the email with all the documents attached.
ham,Are you coming to the leaving party on Friday? Should be a good night.
ham,"Finally finished that book you recommended. You were right, it was brilliant."
spam,This is the 2nd time we have tried 2 contact u. U have WON the £750 Superstore Gift Card. To claim call 09061743890 now
ham,Just sent you the email with all the documents attached.
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net"
ham,Just sent you the email with all the documents attached.
ham,"Running a bit late, traffic is terrible. Be there in 10 mins."
ham,Is that seriously how you spell his name?
ham,I finished the coding assignment. Can we review it together tomorrow?
ham,Just had the best coffee at this new cafe near the office.
ham,Not feeling great today. Going to work from home if that's ok.
ham,I finished the coding assignment. Can we review it together tomorrow?
ham,"I need to cancel our plans tonight, really sorry about this!"
ham,Thanks for the invite but I already have plans with the family.
ham,The restaurant was fully booked so I made a reservation for next week instead.
ham,Can you send me the quarterly report by end of day? Thanks
ham,Flight landed early. See you at arrivals in 20 mins.
spam,CLAIM YOUR FREE PRIZE! You have been randomly selected to win a Sony PlayStation 5. Call 0906 472 1234 to claim Valid today only!
ham,Not feeling great today. Going to work from home if that's ok.
ham,Sounds like a great plan! Really looking forward to it.
ham,"Sure, let me know when you're free to talk this week."
ham,Flight landed early. See you at arrivals in 20 mins.
ham,Can you call me when you get a chance? Need to talk.
ham,Hey! How are you doing? Haven't heard from you in a while.
ham,I'm still at the library studying. Home around 6 for dinner.
ham,The kids absolutely loved the film. Thanks for the recommendation!
ham,Not feeling great today. Going to work from home if that's ok.
ham,How was your weekend? Did you end up going to that festival?
ham,"Running a bit late, traffic is terrible. Be there in 10 mins."
ham,The restaurant was fully booked so I made a reservation for next week instead.
ham,That's so funny I literally can't stop laughing lol
ham,Are we still meeting for lunch tomorrow at that Italian place?
ham,"Sorry I missed your call, was in a meeting all afternoon."
ham,Ok lar... Joking wif u oni...
ham,Fine if that's the way u feel. That's the way its gota b
ham,I've got a spare ticket for the concert if you want to come?
ham,Flight landed early. See you at arrivals in 20 mins.
ham,Is that seriously how you spell his name?
ham,Just sent you the email with all the documents attached.
ham,Hey! How are you doing? Haven't heard from you in a while.
ham,Can you send me the quarterly report by end of day? Thanks
ham,As I entered the house I turned on all the lights and sat on the sofa
ham,Happy birthday! Hope you have an amazing day with lots of cake!
ham,I've got a spare ticket for the concert if you want to come?
ham,Flight landed early. See you at arrivals in 20 mins.
ham,Just had the best coffee at this new cafe near the office.
ham,"Grocery list when you're at Tesco: milk, eggs, bread, butter, pasta"
ham,Can you call me when you get a chance? Need to talk.
ham,Not feeling great today. Going to work from home if that's ok.
ham,Thanks for the invite but I already have plans with the family.
ham,I've got a spare ticket for the concert if you want to come?
ham,"Let me know when you've arrived safely, just to put my mind at rest."
ham,Flight landed early. See you at arrivals in 20 mins.
ham,Are you coming to the leaving party on Friday? Should be a good night.
ham,Can you pick up some milk on the way home? We're completely out.
ham,I finished the coding assignment. Can we review it together tomorrow?
spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332. Please call 08081263000. Billed at 150p/month (max £6.00/yr) Reply STOP to opt out.
ham,Can you pick up some milk on the way home? We're completely out.
ham,"Reminder: doctor appointment at 3pm tomorrow, don't forget!"
ham,The restaurant was fully booked so I made a reservation for next week instead.
ham,Can you help me move some furniture this Saturday? Won't take long.
spam,You have been pre-approved for a personal loan of £5000. No credit checks needed. Call 0800 195 0089 today
ham,I'm still at the library studying. Home around 6 for dinner.
ham,As I entered the house I turned on all the lights and sat on the sofa
ham,Weather is gorgeous today! Fancy a quick walk at lunch?
ham,That's so funny I literally can't stop laughing lol
ham,Flight landed early. See you at arrivals in 20 mins.
spam,WIN £1000 cash or a Sony DVD player! Click www.wintextprice.com to enter competition via the web. T&Cs apply. 18+.
ham,"Reminder: doctor appointment at 3pm tomorrow, don't forget!"
ham,"Reminder: doctor appointment at 3pm tomorrow, don't forget!"
ham,No worries at all! See you tomorrow bright and early.
ham,"Finally finished that book you recommended. You were right, it was brilliant."
ham,Can you pick up some milk on the way home? We're completely out.
spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332. Please call 08081263000. Billed at 150p/month (max £6.00/yr)
ham,Did you watch the match last night? What a game! We won!
ham,Hey! How are you doing? Haven't heard from you in a while.
ham,"Package arrived safely, thank you so much for sending it."
ham,The restaurant was fully booked so I made a reservation for next week instead.
ham,Sounds like a great plan! Really looking forward to it.
spam,Free entry in 2 a weekly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question
spam,Urgent! call 09066358361 NOW! Find out how to claim 2 free airline tickets worth £1500. Wkly comp for 150 tkts 18+. 75p/call
ham,I'm still at the library studying. Home around 6 for dinner.
ham,Flight landed early. See you at arrivals in 20 mins.
ham,Can you pick up some milk on the way home? We're completely out.
ham,Flight landed early. See you at arrivals in 20 mins.
spam,GET 50 FREE TEXT MSGS for life or £100 cash! Just call FREE 0800 298 8032. T&Cs apply 18+ only.
ham,Can you call me when you get a chance? Need to talk.
ham,Happy birthday! Hope you have an amazing day with lots of cake!
spam,You have an important customer service announcement. Call freephone 0800 542 0825 NOW. Or ignore this message at your peril
ham,I'm still at the library studying. Home around 6 for dinner.
ham,Are you coming to the leaving party on Friday? Should be a good night.
ham,How was your weekend? Did you end up going to that festival?
ham,No worries at all! See you tomorrow bright and early.
ham,Can you send me the quarterly report by end of day? Thanks
spam,WINNER!! As a valued network customer you have been selected 2 receivea £900 prize reward! To claim call 09061701461
ham,Did you catch the bus? Or are you still at home waiting for me?
ham,As I entered the house I turned on all the lights and sat on the sofa
ham,Thanks for the invite but I already have plans with the family.
ham,I just got back from the gym. So tired but feel great!
ham,I HAVE A DATE ON SUNDAY WITH WILL!!
ham,The meeting has been moved to Thursday at 3pm in the boardroom.
ham,"I need to cancel our plans tonight, really sorry about this!"
ham,No worries at all! See you tomorrow bright and early.
spam,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 5/9/03 This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU 18+ only."
ham,The kids absolutely loved the film. Thanks for the recommendation!
ham,I'm still at the library studying. Home around 6 for dinner.
ham,"Sorry I missed your call, was in a meeting all afternoon."
spam,This is the 2nd time we have tried 2 contact u. U have WON the £750 Superstore Gift Card. To claim call 09061743890 now
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net"
ham,Ok lar... Joking wif u oni...
ham,Can you pick up some milk on the way home? We're completely out.
ham,Just had the best coffee at this new cafe near the office.
ham,"Sorry I missed your call, was in a meeting all afternoon."
ham,Just arrived at Heathrow. Where are you parked?
ham,I'm still at the library studying. Home around 6 for dinner.
ham,Ok lar... Joking wif u oni...
ham,Did you catch the bus? Or are you still at home waiting for me?
spam,Sunshine Quiz! Win a super prize guaranteed. Question: what colour is the sky? Text SKY to 88600. 1.50 per msg
ham,"Running a bit late, traffic is terrible. Be there in 10 mins."
ham,Can you look after my cat this weekend while I'm away visiting family?
ham,Thanks for the invite but I already have plans with the family.
ham,Is that seriously how you spell his name?
ham,Happy birthday! Hope you have an amazing day with lots of cake!
ham,Just checking in to see how you're getting on with the project.
ham,"Running a bit late, traffic is terrible. Be there in 10 mins."
ham,Are you coming to the leaving party on Friday? Should be a good night.
ham,Flight landed early. See you at arrivals in 20 mins.
ham,Can you help me move some furniture this Saturday? Won't take long.
ham,"I need to cancel our plans tonight, really sorry about this!"
ham,"I need to cancel our plans tonight, really sorry about this!"
ham,Can you call me when you get a chance? Need to talk.
ham,"Reminder: doctor appointment at 3pm tomorrow, don't forget!"
ham,Happy birthday! Hope you have an amazing day with lots of cake!
ham,Not feeling great today. Going to work from home if that's ok.
ham,"Running a bit late, traffic is terrible. Be there in 10 mins."
ham,How was your weekend? Did you end up going to that festival?
ham,"Reminder: doctor appointment at 3pm tomorrow, don't forget!"
ham,Ok lar... Joking wif u oni...
spam,CLAIM YOUR FREE PRIZE! You have been randomly selected to win a Sony PlayStation 5. Call 0906 472 1234 to claim T&Cs apply.
ham,As I entered the house I turned on all the lights and sat on the sofa
ham,The kids absolutely loved the film. Thanks for the recommendation!
ham,Are you coming to the leaving party on Friday? Should be a good night.
ham,"Package arrived safely, thank you so much for sending it."
ham,"Package arrived safely, thank you so much for sending it."
ham,Flight landed early. See you at arrivals in 20 mins.
ham,Happy birthday! Hope you have an amazing day with lots of cake!
ham,Not feeling great today. Going to work from home if that's ok.
spam,NEW SEXY CHAT: Talk to gorgeous girls and guys! Call 0909 120 0440. Charged at 150ppm. Must be 18+
ham,Did you watch the match last night? What a game! We won!
ham,Are we still meeting for lunch tomorrow at that Italian place?
ham,I'm still at the library studying. Home around 6 for dinner.
ham,"Grocery list when you're at Tesco: milk, eggs, bread, butter, pasta"
ham,That's so funny I literally can't stop laughing lol
spam,Urgent! call 09066358361 NOW! Find out how to claim 2 free airline tickets worth £1500. Wkly comp for 150 tkts 18+. 75p/call Reply STOP to opt out.
ham,Just checking in to see how you're getting on with the project.
ham,What time do you want to meet up tomorrow at the gym?
ham,Thanks for the invite but I already have plans with the family.
ham,Can you call me when you get a chance? Need to talk.
ham,I just got back from the gym. So tired but feel great!
ham,Dinner tonight at 7? Let me know if that still works for you.
ham,"Reminder: doctor appointment at 3pm tomorrow, don't forget!"
spam,WINNER!! As a valued network customer you have been selected 2 receivea £900 prize reward! To claim call 09061701461 Reply STOP to opt out.
ham,Are we still meeting for lunch tomorrow at that Italian place?
ham,I finished the coding assignment. Can we review it together tomorrow?
ham,Just had the best coffee at this new cafe near the office.
ham,Can you pick up some milk on the way home? We're completely out.
spam,"Our records show you may be due PPI compensation up to £4,200! Call us FREE 0800 197 3805 today. Stop msg reply STOP T&Cs apply."
ham,Happy birthday! Hope you have an amazing day with lots of cake!
ham,Sounds like a great plan! Really looking forward to it.
ham,Just sent you the email with all the documents attached.
ham,No worries at all! See you tomorrow bright and early.
ham,Did you catch the bus? Or are you still at home waiting for me?
ham,That's so funny I literally can't stop laughing lol
ham,Happy birthday! Hope you have an amazing day with lots of cake!
ham,The restaurant was fully booked so I made a reservation for next week instead.
ham,I finished the coding assignment. Can we review it together tomorrow?
ham,How was your weekend? Did you end up going to that festival?
ham,As I entered the house I turned on all the lights and sat on the sofa
ham,Sounds like a great plan! Really looking forward to it.
ham,Dinner tonight at 7? Let me know if that still works for you.
ham,Fine if that's the way u feel. That's the way its gota b
ham,Thanks for the invite but I already have plans with the family.
ham,I've been searching for the right words to thank you for this breather.
ham,Are we still meeting for lunch tomorrow at that Italian place?
ham,I'll be at the station in 5 minutes. Can you wait by the entrance?
ham,I'll be at the station in 5 minutes. Can you wait by the entrance?
ham,Fine if that's the way u feel. That's the way its gota b
ham,"I need to cancel our plans tonight, really sorry about this!"
ham,The meeting has been moved to Thursday at 3pm in the boardroom.
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm
ham,"Sure, let me know when you're free to talk this week."
ham,What time do you want to meet up tomorrow at the gym?
ham,"Grocery list when you're at Tesco: milk, eggs, bread, butter, pasta"
ham,I'll be at the station in 5 minutes. Can you wait by the entrance?
ham,"Running a bit late, traffic is terrible. Be there in 10 mins."
ham,I've been searching for the right words to thank you for this breather.
ham,I've got a spare ticket for the concert if you want to come?
ham,Not feeling great today. Going to work from home if that's ok.
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k?"
ham,"Package arrived safely, thank you so much for sending it."
ham,No worries at all! See you tomorrow bright and early.
ham,Dinner tonight at 7? Let me know if that still works for you.
ham,"Sorry I missed your call, was in a meeting all afternoon."
ham,"Let me know when you've arrived safely, just to put my mind at rest."
ham,I'll be at the station in 5 minutes. Can you wait by the entrance?
ham,Weather is gorgeous today! Fancy a quick walk at lunch?
ham,How was your weekend? Did you end up going to that festival?
ham,I finished the coding assignment. Can we review it together tomorrow?
ham,"Package arrived safely, thank you so much for sending it."
ham,"Finally finished that book you recommended. You were right, it was brilliant."
spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/½hour proof id@gmail"
ham,The meeting has been moved to Thursday at 3pm in the boardroom.
ham,Just sent you the email with all the documents attached.
ham,Just checking in to see how you're getting on with the project.
ham,Not feeling great today. Going to work from home if that's ok.
ham,I've got a spare ticket for the concert if you want to come?
ham,Happy birthday! Hope you have an amazing day with lots of cake!
ham,Not feeling great today. Going to work from home if that's ok.
ham,"Grocery list when you're at Tesco: milk, eggs, bread, butter, pasta"
ham,"Sorry I missed your call, was in a meeting all afternoon."
ham,"Running a bit late, traffic is terrible. Be there in 10 mins."
ham,Can you look after my cat this weekend while I'm away visiting family?
ham,"Sure, let me know when you're free to talk this week."
ham,Are you coming to the leaving party on Friday? Should be a good night.
ham,Fine if that's the way u feel. That's the way its gota b
ham,Did you watch the match last night? What a game! We won!
ham,Not feeling great today. Going to work from home if that's ok.
ham,Did you catch the bus? Or are you still at home waiting for me?
ham,The meeting has been moved to Thursday at 3pm in the boardroom.
ham,What time do you want to meet up tomorrow at the gym?
spam,WIN £1000 cash or a Sony DVD player! Click www.wintextprice.com to enter competition via the web. T&Cs apply. 18+.
ham,No worries at all! See you tomorrow bright and early.
ham,No worries at all! See you tomorrow bright and early.
ham,Can you help me move some furniture this Saturday? Won't take long.
ham,The kids absolutely loved the film. Thanks for the recommendation!
ham,"I need to cancel our plans tonight, really sorry about this!"
spam,CONGRATULATIONS! Nokia 3650 video camera phone is your prize! Reply or call 08718726978 to claim!
ham,"I need to cancel our plans tonight, really sorry about this!"
ham,As I entered the house I turned on all the lights and sat on the sofa
spam,NEW SEXY CHAT: Talk to gorgeous girls and guys! Call 0909 120 0440. Charged at 150ppm. Must be 18+ Reply STOP to opt out.
ham,As I entered the house I turned on all the lights and sat on the sofa
ham,"I need to cancel our plans tonight, really sorry about this!"
ham,Is that seriously how you spell his name?
ham,"Sure, let me know when you're free to talk this week."
ham,Is that seriously how you spell his name?
ham,Just sent you the email with all the documents attached.
ham,Sounds like a great plan! Really looking forward to it.
